Emp_ID,Emp_Name,Department,Job_Role,City,State,Division,Country,Joining_Date,Exit_Date,Duration_Time,Experience,Attrition,Attrition_Count,Gender,Age,Age_Group,Last_Qualification,Attrition_Reason,Monthly_Salary,Salary_Group,Work_Life_Balance,Job_Satisfaction,City_Lat_Long.1,City_Lat_Long.2,State_Lat_Long.1,State_Lat_Long.2,Exp_at_Com,AgeGroupSort,SalaryGroupSort,Active_Emp_Count,Duration_by_Group
EMP1638,Aditya Verma,Sales,Sales Executive,Bangalore,Karnataka,South,India,21 January 2023,,2.5,2.5+ Yrs,No,0,Male,34,26-35,Master,,145047,15-18 LPA,4,3,9.17093,95.03204,15.951154,68.988048,2,2,9,1,1-3 Yrs
EMP1774,Aditi Gupta,HR,Recruiter,Bangalore,Karnataka,South,India,27 November 2022,,2.5,2.5+ Yrs,No,0,Male,39,36-45,Master,,113041,12-15 LPA,4,1,10.626458,79.82011,30.280747,83.517879,2,3,8,1,1-3 Yrs
EMP1917,Arjun Singh,Marketing,Marketing Executive,Kolkata,West Bengal,East,India,30 August 2022,,3,3+ Yrs,No,0,Male,39,36-45,High School,,144581,15-18 LPA,2,3,36.276197,69.459812,14.150821,83.524416,2,3,9,1,1-3 Yrs
EMP1926,Krishna Gupta,Operations,Operations Manager,Bangalore,Karnataka,South,India,23 October 2022,,2.5,2.5+ Yrs,No,0,Male,23,18-25,Master,,134322,15-18 LPA,5,1,13.61545,78.775286,36.500599,92.214003,2,1,9,1,1-3 Yrs
EMP1940,Arjun Mehta,Operations,Operations Manager,Bangalore,Karnataka,South,India,23 October 2022,,2.5,2.5+ Yrs,No,0,Male,51,46-55,High School,,27124,3-4 LPA,2,1,16.549472,72.881779,33.010048,89.230586,2,4,2,1,1-3 Yrs
EMP1941,Aditya Joshi,Operations,Operations Manager,Hyderabad,Telangana,South,India,01 September 2022,,2.5,2.5+ Yrs,No,0,Male,50,46-55,High School,,50798,6-8 LPA,3,1,36.350574,90.069835,17.29408,89.853814,2,4,5,1,1-3 Yrs
EMP1957,Diya Sharma,Finance,Financial Analyst,Hyderabad,Telangana,South,India,12 October 2022,,2.5,2.5+ Yrs,No,0,Male,41,36-45,Bachelor,,73751,8-10 LPA,4,5,24.225435,94.651646,30.930844,86.081872,2,3,6,1,1-3 Yrs
EMP1972,Ananya Verma,Sales,Sales Executive,Pune,Maharashtra,West,India,16 January 2023,,2.5,2.5+ Yrs,No,0,Male,25,18-25,Bachelor,,91650,10-12 LPA,5,4,26.390998,76.301595,26.37374,80.028693,2,1,7,1,1-3 Yrs
EMP1983,Aarav Patel,Support,Support Executive,Delhi,Delhi,North,India,12 September 2022,,2.5,2.5+ Yrs,No,0,Male,29,26-35,Bachelor,,82574,8-10 LPA,4,5,26.847541,81.551605,20.649353,85.980438,2,2,6,1,1-3 Yrs
EMP2039,Aditya Patel,Operations,Operations Executive,Delhi,Delhi,North,India,24 January 2023,,2.5,2.5+ Yrs,No,0,Male,59,56-65,High School,,40762,4-5 LPA,2,2,14.93214,69.88027,10.49319,92.694453,2,5,3,1,1-3 Yrs
EMP2057,Diya Chopra,IT,Data Analyst,Mumbai,Maharashtra,West,India,22 September 2022,,2.5,2.5+ Yrs,No,0,Male,44,36-45,High School,,65513,6-8 LPA,3,2,18.106243,89.506982,23.964648,84.385415,2,3,5,1,1-3 Yrs
EMP2182,Aditi Patel,Operations,Operations Executive,Pune,Maharashtra,West,India,13 December 2022,,2.5,2.5+ Yrs,No,0,Male,34,26-35,Master,,108749,12-15 LPA,1,4,35.318659,82.129509,15.811816,94.465286,2,2,8,1,1-3 Yrs
EMP2272,Aarav Joshi,Sales,Sales Executive,Chennai,Tamil Nadu,South,India,03 November 2022,,2.5,2.5+ Yrs,No,0,Male,38,36-45,Bachelor,,132502,15-18 LPA,1,2,31.679302,77.749997,13.150582,82.502786,2,3,9,1,1-3 Yrs
EMP2418,Aarav Reddy,Finance,Accountant,Chennai,Tamil Nadu,South,India,02 November 2022,,2.5,2.5+ Yrs,No,0,Male,26,26-35,Bachelor,,38190,4-5 LPA,5,5,34.564855,70.249365,14.385456,87.493849,2,2,3,1,1-3 Yrs
EMP2489,Krishna Gupta,Operations,Operations Manager,Pune,Maharashtra,West,India,15 November 2022,,2.5,2.5+ Yrs,No,0,Male,34,26-35,PhD,,67536,8-10 LPA,4,5,14.836596,87.619395,11.235131,74.353184,2,2,6,1,1-3 Yrs
EMP2583,Ananya Sharma,IT,SysAdmin,Delhi,Delhi,North,India,10 September 2022,,2.5,2.5+ Yrs,No,0,Male,58,56-65,High School,,23062,2-3 LPA,2,5,8.514292,68.316846,28.585023,74.438699,2,5,1,1,1-3 Yrs
EMP2586,Arjun Verma,Support,Support Executive,Bangalore,Karnataka,South,India,15 October 2022,,2.5,2.5+ Yrs,No,0,Male,28,26-35,PhD,,46623,5-6 LPA,5,1,17.180603,81.437084,31.45767,84.435432,2,2,4,1,1-3 Yrs
EMP2591,Diya Patel,Finance,Financial Analyst,Chennai,Tamil Nadu,South,India,08 November 2022,,2.5,2.5+ Yrs,No,0,Male,41,36-45,Master,,78549,8-10 LPA,2,4,34.469546,91.052252,34.960401,89.224019,2,3,6,1,1-3 Yrs
EMP2717,Aditi Reddy,Finance,Accountant,Chennai,Tamil Nadu,South,India,11 December 2022,,2.5,2.5+ Yrs,No,0,Male,60,56-65,Bachelor,,71806,8-10 LPA,5,2,10.821751,73.26717,15.695367,95.539826,2,5,6,1,1-3 Yrs
EMP2720,Ishaan Reddy,Sales,Sales Manager,Chennai,Tamil Nadu,South,India,11 September 2022,,2.5,2.5+ Yrs,No,0,Male,27,26-35,High School,,141347,15-18 LPA,1,1,11.349256,90.257652,23.922074,69.754902,2,2,9,1,1-3 Yrs
EMP2802,Ananya Verma,Finance,Financial Analyst,Bangalore,Karnataka,South,India,06 September 2022,,2.5,2.5+ Yrs,No,0,Male,34,26-35,Bachelor,,147005,15-18 LPA,3,5,11.220172,86.39759,12.42721,88.340476,2,2,9,1,1-3 Yrs
EMP2823,Vivaan Gupta,Sales,Sales Executive,Pune,Maharashtra,West,India,16 November 2022,,2.5,2.5+ Yrs,No,0,Male,56,56-65,Bachelor,,133698,15-18 LPA,2,5,32.540261,87.126884,35.686594,96.965025,2,5,9,1,1-3 Yrs
EMP2898,Sai Singh,Operations,Operations Executive,Bangalore,Karnataka,South,India,30 October 2022,,2.5,2.5+ Yrs,No,0,Male,58,56-65,PhD,,92212,10-12 LPA,4,3,25.159081,87.832023,31.800563,78.111658,2,5,7,1,1-3 Yrs
EMP2931,Aditya Kumar,Marketing,Content Strategist,Delhi,Delhi,North,India,05 September 2022,,2.5,2.5+ Yrs,No,0,Male,55,46-55,Master,,52205,6-8 LPA,4,4,11.925599,92.418302,21.323288,93.34671,2,4,5,1,1-3 Yrs
EMP2954,Sai Kumar,Support,Support Manager,Hyderabad,Telangana,South,India,24 December 2022,,2.5,2.5+ Yrs,No,0,Male,34,26-35,Master,,60023,6-8 LPA,2,3,10.803403,74.373258,24.172941,95.432977,2,2,5,1,1-3 Yrs
EMP3016,Vivaan Kumar,Support,Support Executive,Kolkata,West Bengal,East,India,09 November 2022,,2.5,2.5+ Yrs,No,0,Male,40,36-45,Bachelor,,136687,15-18 LPA,3,3,31.043849,78.152494,17.114441,94.413055,2,3,9,1,1-3 Yrs
EMP3024,Diya Sharma,IT,SysAdmin,Mumbai,Maharashtra,West,India,30 December 2022,,2.5,2.5+ Yrs,No,0,Male,53,46-55,Bachelor,,138912,15-18 LPA,3,1,9.391645,94.436344,12.016097,82.475077,2,4,9,1,1-3 Yrs
EMP3059,Aditya Verma,Sales,Sales Executive,Hyderabad,Telangana,South,India,17 September 2022,,2.5,2.5+ Yrs,No,0,Male,39,36-45,High School,,30835,3-4 LPA,1,4,20.248971,90.888243,13.565373,69.838933,2,3,2,1,1-3 Yrs
EMP3096,Krishna Chopra,IT,SysAdmin,Pune,Maharashtra,West,India,20 September 2022,,2.5,2.5+ Yrs,No,0,Male,30,26-35,High School,,23491,2-3 LPA,3,4,14.289781,79.768378,13.865698,79.630972,2,2,1,1,1-3 Yrs
EMP3122,Aditya Mehta,Finance,Financial Analyst,Hyderabad,Telangana,South,India,25 September 2022,,2.5,2.5+ Yrs,No,0,Male,54,46-55,PhD,,88929,10-12 LPA,2,5,32.857249,90.102623,10.299754,86.149325,2,4,7,1,1-3 Yrs
EMP3226,Aditya Gupta,Finance,Financial Analyst,Mumbai,Maharashtra,West,India,30 October 2022,,2.5,2.5+ Yrs,No,0,Male,57,56-65,PhD,,81440,8-10 LPA,2,5,36.860631,79.437631,9.542461,85.945347,2,5,6,1,1-3 Yrs
EMP3286,Arjun Mehta,Marketing,Content Strategist,Delhi,Delhi,North,India,05 December 2022,,2.5,2.5+ Yrs,No,0,Male,50,46-55,PhD,,100248,12-15 LPA,4,3,21.124604,87.301099,8.881873,93.612839,2,4,8,1,1-3 Yrs
EMP3317,Aarav Chopra,Sales,Sales Manager,Mumbai,Maharashtra,West,India,14 January 2023,,2.5,2.5+ Yrs,No,0,Male,55,46-55,High School,,64993,6-8 LPA,4,5,20.478197,87.62556,24.068307,73.801096,2,4,5,1,1-3 Yrs
EMP3389,Arjun Chopra,Marketing,Marketing Executive,Chennai,Tamil Nadu,South,India,02 September 2022,,2.5,2.5+ Yrs,No,0,Male,32,26-35,High School,,60865,6-8 LPA,1,4,24.892361,83.937504,36.688948,76.329782,2,2,5,1,1-3 Yrs
EMP3450,Ishaan Mehta,Sales,Sales Manager,Chennai,Tamil Nadu,South,India,26 November 2022,,2.5,2.5+ Yrs,No,0,Male,28,26-35,Master,,85650,10-12 LPA,4,4,19.13423,74.450179,10.939415,74.971814,2,2,7,1,1-3 Yrs
EMP3617,Aarav Joshi,Operations,Operations Executive,Bangalore,Karnataka,South,India,17 January 2023,,2.5,2.5+ Yrs,No,0,Male,40,36-45,High School,,132200,15-18 LPA,4,4,20.465572,92.352182,22.139693,89.609771,2,3,9,1,1-3 Yrs
EMP3620,Vivaan Chopra,Support,Support Executive,Bangalore,Karnataka,South,India,10 October 2022,,2.5,2.5+ Yrs,No,0,Male,31,26-35,PhD,,118195,12-15 LPA,5,2,20.755053,78.860145,28.214767,83.441252,2,2,8,1,1-3 Yrs
EMP3644,Arjun Sharma,HR,Recruiter,Pune,Maharashtra,West,India,12 October 2022,,2.5,2.5+ Yrs,No,0,Male,49,46-55,High School,,22969,2-3 LPA,2,3,31.420024,83.296159,27.530975,82.439313,2,4,1,1,1-3 Yrs
EMP3725,Sai Mehta,Marketing,Content Strategist,Chennai,Tamil Nadu,South,India,13 November 2022,,2.5,2.5+ Yrs,No,0,Male,37,36-45,Bachelor,,54443,6-8 LPA,5,1,18.879115,78.625135,25.852495,78.923469,2,3,5,1,1-3 Yrs
EMP3749,Sai Sharma,HR,HR Manager,Hyderabad,Telangana,South,India,05 December 2022,,2.5,2.5+ Yrs,No,0,Male,53,46-55,PhD,,79416,8-10 LPA,4,4,9.634801,71.109507,27.815325,95.044412,2,4,6,1,1-3 Yrs
EMP4005,Vivaan Sharma,Finance,Financial Analyst,Mumbai,Maharashtra,West,India,07 January 2023,,2.5,2.5+ Yrs,No,0,Male,52,46-55,Bachelor,,133469,15-18 LPA,1,4,12.177388,73.233756,22.260625,68.499663,2,4,9,1,1-3 Yrs
EMP4056,Ananya Joshi,Sales,Sales Manager,Bangalore,Karnataka,South,India,02 September 2022,,2.5,2.5+ Yrs,No,0,Male,46,46-55,PhD,,105025,12-15 LPA,5,5,8.230808,69.640932,32.876691,72.574306,2,4,8,1,1-3 Yrs
EMP4077,Ishaan Singh,HR,Recruiter,Kolkata,West Bengal,East,India,01 January 2023,,2.5,2.5+ Yrs,No,0,Male,45,36-45,PhD,,57994,6-8 LPA,3,1,29.216371,68.11472,32.381516,79.047078,2,3,5,1,1-3 Yrs
EMP4120,Vivaan Reddy,Support,Support Executive,Hyderabad,Telangana,South,India,06 January 2023,,2.5,2.5+ Yrs,No,0,Male,52,46-55,PhD,,38063,4-5 LPA,4,4,21.116046,71.647611,18.997917,79.456078,2,4,3,1,1-3 Yrs
EMP4125,Arjun Reddy,Sales,Sales Executive,Kolkata,West Bengal,East,India,19 October 2022,,2.5,2.5+ Yrs,No,0,Male,36,36-45,PhD,,107773,12-15 LPA,2,4,28.488553,89.516586,28.575987,83.119705,2,3,8,1,1-3 Yrs
EMP4145,Sai Sharma,Sales,Sales Manager,Bangalore,Karnataka,South,India,08 December 2022,,2.5,2.5+ Yrs,No,0,Male,40,36-45,Master,,134204,15-18 LPA,4,2,28.270796,87.872451,10.058929,95.05297,2,3,9,1,1-3 Yrs
EMP4235,Vivaan Patel,Sales,Sales Executive,Mumbai,Maharashtra,West,India,26 September 2022,,2.5,2.5+ Yrs,No,0,Male,28,26-35,Bachelor,,62243,6-8 LPA,1,5,14.184368,88.482262,16.394321,94.541056,2,2,5,1,1-3 Yrs
EMP4245,Ananya Chopra,Support,Support Executive,Delhi,Delhi,North,India,27 November 2022,,2.5,2.5+ Yrs,No,0,Male,40,36-45,High School,,74350,8-10 LPA,3,5,31.51869,86.64276,36.041224,91.116007,2,3,6,1,1-3 Yrs
EMP4381,Diya Chopra,Marketing,Content Strategist,Delhi,Delhi,North,India,07 January 2023,,2.5,2.5+ Yrs,No,0,Male,49,46-55,Bachelor,,112485,12-15 LPA,1,2,16.734959,85.696877,8.705914,86.722312,2,4,8,1,1-3 Yrs
EMP4402,Sai Singh,IT,SysAdmin,Delhi,Delhi,North,India,15 September 2022,,2.5,2.5+ Yrs,No,0,Male,43,36-45,Bachelor,,27697,3-4 LPA,2,3,33.78253,86.824391,9.307336,78.880348,2,3,2,1,1-3 Yrs
EMP4413,Aditi Mehta,Operations,Operations Executive,Bangalore,Karnataka,South,India,24 December 2022,,2.5,2.5+ Yrs,No,0,Male,23,18-25,Master,,50958,6-8 LPA,4,4,10.207753,71.669722,18.611815,94.489262,2,1,5,1,1-3 Yrs
EMP4427,Aarav Kumar,Finance,Accountant,Mumbai,Maharashtra,West,India,15 September 2022,,2.5,2.5+ Yrs,No,0,Male,28,26-35,PhD,,98083,10-12 LPA,5,3,19.412098,74.126912,14.835261,89.418355,2,2,7,1,1-3 Yrs
EMP4446,Aditi Chopra,Marketing,Content Strategist,Mumbai,Maharashtra,West,India,12 November 2022,,2.5,2.5+ Yrs,No,0,Male,33,26-35,Bachelor,,32438,3-4 LPA,5,2,15.069395,81.450159,19.469274,94.90569,2,2,2,1,1-3 Yrs
EMP4553,Ishaan Kumar,HR,HR Manager,Kolkata,West Bengal,East,India,03 December 2022,,2.5,2.5+ Yrs,No,0,Male,60,56-65,Master,,37544,4-5 LPA,5,3,19.917865,88.146939,33.19522,93.408481,2,5,3,1,1-3 Yrs
EMP4560,Vivaan Reddy,Support,Support Executive,Kolkata,West Bengal,East,India,19 November 2022,,2.5,2.5+ Yrs,No,0,Male,54,46-55,Bachelor,,20262,2-3 LPA,2,3,13.005597,72.190691,26.370615,92.297807,2,4,1,1,1-3 Yrs
EMP4581,Ishaan Singh,Sales,Sales Executive,Mumbai,Maharashtra,West,India,10 December 2022,,2.5,2.5+ Yrs,No,0,Male,39,36-45,Bachelor,,90068,10-12 LPA,4,3,17.936625,69.763629,34.833633,82.261638,2,3,7,1,1-3 Yrs
EMP4582,Diya Patel,Sales,Sales Executive,Delhi,Delhi,North,India,12 November 2022,,2.5,2.5+ Yrs,No,0,Male,42,36-45,PhD,,28527,3-4 LPA,5,4,29.922024,93.059121,18.646631,79.872162,2,3,2,1,1-3 Yrs
EMP4686,Arjun Kumar,HR,HR Manager,Kolkata,West Bengal,East,India,30 August 2022,,3,3+ Yrs,No,0,Male,55,46-55,High School,,21525,2-3 LPA,2,4,36.619441,75.758663,18.558086,92.579188,2,4,1,1,1-3 Yrs
EMP4689,Diya Verma,Finance,Accountant,Mumbai,Maharashtra,West,India,07 December 2022,,2.5,2.5+ Yrs,No,0,Male,46,46-55,Bachelor,,123290,12-15 LPA,5,2,10.662348,83.885774,18.901472,94.725561,2,4,8,1,1-3 Yrs
EMP4713,Aarav Patel,Support,Support Executive,Pune,Maharashtra,West,India,28 September 2022,,2.5,2.5+ Yrs,No,0,Male,58,56-65,PhD,,64246,6-8 LPA,2,2,12.643594,68.228144,25.745303,70.759837,2,5,5,1,1-3 Yrs
EMP4724,Ishaan Mehta,HR,HR Manager,Mumbai,Maharashtra,West,India,05 October 2022,,2.5,2.5+ Yrs,No,0,Male,23,18-25,High School,,48008,5-6 LPA,2,2,22.895019,90.331094,31.828753,74.419551,2,1,4,1,1-3 Yrs
EMP4823,Aditi Sharma,Support,Support Manager,Pune,Maharashtra,West,India,23 December 2022,,2.5,2.5+ Yrs,No,0,Male,51,46-55,PhD,,37857,4-5 LPA,5,5,35.627829,85.310686,35.728442,92.047748,2,4,3,1,1-3 Yrs
EMP4887,Sai Gupta,IT,SysAdmin,Chennai,Tamil Nadu,South,India,26 September 2022,,2.5,2.5+ Yrs,No,0,Male,44,36-45,Master,,22375,2-3 LPA,4,2,26.066431,86.838193,21.02287,84.955641,2,3,1,1,1-3 Yrs
EMP4942,Arjun Sharma,Support,Support Executive,Kolkata,West Bengal,East,India,11 November 2022,,2.5,2.5+ Yrs,No,0,Male,60,56-65,Bachelor,,121563,12-15 LPA,2,3,31.875892,93.947755,19.906886,85.736733,2,5,8,1,1-3 Yrs
EMP0010,Diya Kumar,Sales,Sales Manager,Pune,Maharashtra,West,India,08 January 2024,,1.5,1.5+ Yrs,No,0,Female,30,26-35,Master,,25960,3-4 LPA,4,3,13.553094,88.894695,26.917533,87.08284,2,2,2,1,1-3 Yrs
EMP0051,Arjun Singh,Sales,Sales Executive,Delhi,Delhi,North,India,24 October 2023,,1.5,1.5+ Yrs,No,0,Male,34,26-35,PhD,,147385,15-18 LPA,1,1,27.553923,84.482346,36.392292,86.53816,2,2,9,1,1-3 Yrs
EMP0113,Diya Joshi,Sales,Sales Manager,Mumbai,Maharashtra,West,India,20 November 2023,,1.5,1.5+ Yrs,No,0,Female,56,56-65,Bachelor,,111477,12-15 LPA,2,5,8.923592,73.436363,25.615958,85.20897,2,5,8,1,1-3 Yrs
EMP0212,Diya Mehta,HR,Recruiter,Pune,Maharashtra,West,India,08 January 2024,,1.5,1.5+ Yrs,No,0,Male,32,26-35,PhD,,90945,10-12 LPA,2,4,25.351485,83.664553,19.145827,88.23641,2,2,7,1,1-3 Yrs
EMP0228,Krishna Reddy,Finance,Accountant,Mumbai,Maharashtra,West,India,17 January 2024,,1.5,1.5+ Yrs,No,0,Male,53,46-55,Bachelor,,112240,12-15 LPA,4,5,8.783667,81.781422,28.114336,81.456392,2,4,8,1,1-3 Yrs
EMP0363,Aarav Chopra,Sales,Sales Executive,Mumbai,Maharashtra,West,India,12 October 2023,,1.5,1.5+ Yrs,No,0,Male,46,46-55,Master,,93886,10-12 LPA,4,3,28.305594,74.467056,9.413683,75.23904,2,4,7,1,1-3 Yrs
EMP0434,Diya Verma,HR,HR Manager,Mumbai,Maharashtra,West,India,12 October 2023,,1.5,1.5+ Yrs,No,0,Male,22,18-25,PhD,,54338,6-8 LPA,5,2,25.207432,81.374059,35.428973,71.015243,2,1,5,1,1-3 Yrs
EMP0458,Diya Kumar,Marketing,Content Strategist,Delhi,Delhi,North,India,05 September 2023,,1.5,1.5+ Yrs,No,0,Male,60,56-65,Master,,145944,15-18 LPA,2,1,14.031741,76.456327,17.311045,74.440361,2,5,9,1,1-3 Yrs
EMP0465,Ishaan Gupta,Sales,Sales Executive,Kolkata,West Bengal,East,India,11 September 2023,,1.5,1.5+ Yrs,No,0,Male,45,36-45,PhD,,141618,15-18 LPA,1,3,33.099792,87.341495,21.599781,93.592897,2,3,9,1,1-3 Yrs
EMP0510,Aditya Kumar,Support,Support Manager,Kolkata,West Bengal,East,India,22 September 2023,,1.5,1.5+ Yrs,No,0,Male,49,46-55,High School,,54313,6-8 LPA,5,5,11.235972,86.170405,20.897003,96.359641,2,4,5,1,1-3 Yrs
EMP0520,Ananya Patel,Support,Support Manager,Delhi,Delhi,North,India,23 December 2023,,1.5,1.5+ Yrs,No,0,Female,48,46-55,High School,,32704,3-4 LPA,3,5,23.598165,91.97279,26.883798,91.489792,2,4,2,1,1-3 Yrs
EMP0544,Sai Joshi,Marketing,Content Strategist,Pune,Maharashtra,West,India,15 December 2023,,1.5,1.5+ Yrs,No,0,Female,57,56-65,Master,,59870,6-8 LPA,4,5,22.84892,83.294414,14.444434,90.273401,2,5,5,1,1-3 Yrs
EMP0685,Diya Gupta,Operations,Operations Manager,Mumbai,Maharashtra,West,India,25 September 2023,,1.5,1.5+ Yrs,No,0,Female,46,46-55,High School,,50564,6-8 LPA,1,1,31.641552,85.714197,35.205637,70.138433,2,4,5,1,1-3 Yrs
EMP0739,Ananya Joshi,Finance,Accountant,Kolkata,West Bengal,East,India,06 January 2024,,1.5,1.5+ Yrs,No,0,Female,30,26-35,Master,,92843,10-12 LPA,3,3,16.103535,81.443995,15.351376,75.643629,2,2,7,1,1-3 Yrs
EMP0818,Arjun Kumar,Sales,Sales Executive,Kolkata,West Bengal,East,India,28 August 2023,,2,2+ Yrs,No,0,Female,47,46-55,PhD,,122208,12-15 LPA,5,1,28.226622,79.0419,35.272004,88.945071,2,4,8,1,1-3 Yrs
EMP0847,Sai Chopra,IT,Data Analyst,Mumbai,Maharashtra,West,India,20 January 2024,,1.5,1.5+ Yrs,No,0,Female,44,36-45,High School,,45024,5-6 LPA,5,1,8.652271,91.59461,12.335687,77.707296,2,3,4,1,1-3 Yrs
EMP0912,Ishaan Patel,Finance,Financial Analyst,Kolkata,West Bengal,East,India,04 October 2023,,1.5,1.5+ Yrs,No,0,Male,38,36-45,High School,,70626,8-10 LPA,2,3,22.041015,93.807736,28.783247,90.156385,2,3,6,1,1-3 Yrs
EMP0985,Aditi Patel,Sales,Sales Manager,Kolkata,West Bengal,East,India,06 January 2024,,1.5,1.5+ Yrs,No,0,Male,39,36-45,Bachelor,,96382,10-12 LPA,1,4,17.244177,72.979925,29.900498,94.149619,2,3,7,1,1-3 Yrs
EMP1080,Arjun Reddy,Operations,Operations Manager,Mumbai,Maharashtra,West,India,22 September 2023,,1.5,1.5+ Yrs,No,0,Female,50,46-55,PhD,,86084,10-12 LPA,5,4,24.874082,93.091005,20.54715,71.446708,2,4,7,1,1-3 Yrs
EMP1118,Ishaan Joshi,Operations,Operations Manager,Mumbai,Maharashtra,West,India,02 December 2023,,1.5,1.5+ Yrs,No,0,Male,56,56-65,Bachelor,,47531,5-6 LPA,1,5,17.800307,92.865265,16.287468,78.804866,2,5,4,1,1-3 Yrs
EMP1144,Diya Mehta,Finance,Financial Analyst,Mumbai,Maharashtra,West,India,01 September 2023,,1.5,1.5+ Yrs,No,0,Male,52,46-55,High School,,25533,3-4 LPA,1,3,11.18479,71.158637,34.740363,83.83168,2,4,2,1,1-3 Yrs
EMP1241,Aarav Kumar,HR,HR Manager,Pune,Maharashtra,West,India,25 August 2023,,2,2+ Yrs,No,0,Female,54,46-55,Master,,126030,15-18 LPA,3,2,23.235927,96.802448,11.340043,93.228061,2,4,9,1,1-3 Yrs
EMP1306,Diya Reddy,Finance,Accountant,Kolkata,West Bengal,East,India,23 October 2023,,1.5,1.5+ Yrs,No,0,Female,32,26-35,High School,,84312,10-12 LPA,3,2,23.325813,76.199509,10.349068,95.403853,2,2,7,1,1-3 Yrs
EMP1375,Aditya Reddy,Operations,Operations Manager,Pune,Maharashtra,West,India,01 January 2024,,1.5,1.5+ Yrs,No,0,Male,38,36-45,PhD,,96903,10-12 LPA,2,1,34.22693,83.55014,35.944391,72.390786,2,3,7,1,1-3 Yrs
EMP1508,Ananya Patel,Marketing,Content Strategist,Mumbai,Maharashtra,West,India,24 October 2023,,1.5,1.5+ Yrs,No,0,Male,25,18-25,PhD,,67661,8-10 LPA,2,3,26.399515,71.129795,15.689437,68.159832,2,1,6,1,1-3 Yrs
EMP1550,Vivaan Mehta,Sales,Sales Manager,Pune,Maharashtra,West,India,19 October 2023,,1.5,1.5+ Yrs,No,0,Female,23,18-25,High School,,121572,12-15 LPA,1,2,23.005379,81.002799,28.698103,90.029528,2,1,8,1,1-3 Yrs
EMP1579,Krishna Gupta,Sales,Sales Manager,Pune,Maharashtra,West,India,16 October 2023,,1.5,1.5+ Yrs,No,0,Female,22,18-25,Master,,71483,8-10 LPA,2,2,35.675147,90.784674,28.359396,73.568148,2,1,6,1,1-3 Yrs
EMP1600,Diya Reddy,Sales,Sales Manager,Mumbai,Maharashtra,West,India,14 October 2023,,1.5,1.5+ Yrs,No,0,Male,30,26-35,High School,,35210,4-5 LPA,1,2,22.252732,71.953921,9.723561,94.290021,2,2,3,1,1-3 Yrs
EMP1739,Ananya Gupta,Operations,Operations Manager,Kolkata,West Bengal,East,India,30 December 2023,,1.5,1.5+ Yrs,No,0,Male,26,26-35,Bachelor,,39845,4-5 LPA,3,4,26.152102,93.677257,34.203753,84.670898,2,2,3,1,1-3 Yrs
EMP1755,Sai Singh,Support,Support Manager,Mumbai,Maharashtra,West,India,01 November 2023,,1.5,1.5+ Yrs,No,0,Female,50,46-55,High School,,88501,10-12 LPA,3,5,9.110863,89.450627,22.39651,84.800656,2,4,7,1,1-3 Yrs
EMP1760,Arjun Reddy,IT,Developer,Mumbai,Maharashtra,West,India,24 November 2023,,1.5,1.5+ Yrs,No,0,Male,34,26-35,PhD,,125438,15-18 LPA,1,2,12.249885,80.976938,14.424358,72.821333,2,2,9,1,1-3 Yrs
EMP1762,Sai Verma,Operations,Operations Executive,Kolkata,West Bengal,East,India,08 January 2024,,1.5,1.5+ Yrs,No,0,Female,44,36-45,PhD,,74164,8-10 LPA,1,3,19.874844,70.682074,11.92572,70.630947,2,3,6,1,1-3 Yrs
EMP1814,Arjun Verma,Support,Support Executive,Mumbai,Maharashtra,West,India,11 October 2023,,1.5,1.5+ Yrs,No,0,Male,45,36-45,Bachelor,,124302,12-15 LPA,4,2,20.502075,82.42858,21.796248,87.053479,2,3,8,1,1-3 Yrs
EMP1863,Krishna Kumar,Operations,Operations Executive,Pune,Maharashtra,West,India,21 December 2023,,1.5,1.5+ Yrs,No,0,Female,54,46-55,PhD,,129604,15-18 LPA,2,2,20.198386,85.312218,30.417358,86.133601,2,4,9,1,1-3 Yrs
EMP1963,Aarav Kumar,Operations,Operations Manager,Delhi,Delhi,North,India,25 September 2023,,1.5,1.5+ Yrs,No,0,Female,31,26-35,Bachelor,,128659,15-18 LPA,4,2,29.918611,74.580049,22.718852,94.669568,2,2,9,1,1-3 Yrs
EMP1971,Arjun Sharma,Marketing,Content Strategist,Delhi,Delhi,North,India,03 November 2023,,1.5,1.5+ Yrs,No,0,Male,33,26-35,High School,,90254,10-12 LPA,3,2,18.575477,88.488159,12.105763,77.159341,2,2,7,1,1-3 Yrs
EMP1980,Ananya Mehta,Operations,Operations Manager,Pune,Maharashtra,West,India,10 September 2023,,1.5,1.5+ Yrs,No,0,Female,43,36-45,High School,,25337,3-4 LPA,1,3,15.834937,76.699461,26.76183,77.270915,2,3,2,1,1-3 Yrs
EMP1993,Aarav Reddy,Operations,Operations Executive,Mumbai,Maharashtra,West,India,20 September 2023,,1.5,1.5+ Yrs,No,0,Male,35,26-35,High School,,102342,12-15 LPA,5,1,35.234885,75.116969,13.294914,74.098585,2,2,8,1,1-3 Yrs
EMP1994,Diya Verma,Operations,Operations Executive,Mumbai,Maharashtra,West,India,23 December 2023,,1.5,1.5+ Yrs,No,0,Male,35,26-35,High School,,143922,15-18 LPA,3,4,16.615463,91.543736,19.466235,86.505952,2,2,9,1,1-3 Yrs
